0.034	255
0.051	220
0.068	337
0.084	353
0.101	180
0.118	484
0.135	385
0.152	273
0.169	219
0.186	235
0.203	366
0.220	381
0.237	289
0.254	325
0.270	293
0.287	168
0.304	194
0.321	307
0.338	236
0.355	475
0.372	404
0.389	302
0.406	388
0.423	239
0.439	352
0.456	396
0.473	175
0.490	192
0.507	320
0.524	218
0.541	316
0.558	127
0.575	208
0.592	168
0.609	263
0.626	363
0.642	288
0.659	350
0.676	243
0.693	353
0.710	174
0.727	188
0.744	303
0.761	178
0.778	248
0.795	325
0.811	177
0.828	362
0.845	321
0.862	264
0.879	244
0.896	289
0.913	498
0.930	277
0.947	176
0.964	113
0.981	313
0.997	318
1.014	186
1.031	249
1.048	220
1.065	288
1.082	276
1.099	183
1.116	239
1.133	162
1.150	321
1.166	267
1.183	309
1.200	224
1.217	348
1.234	267
1.251	296
1.268	141
1.285	322
1.302	192
1.319	415
1.336	201
1.352	306
1.369	226
1.386	190
1.403	273
1.420	258
1.437	147
1.454	257
1.471	154
1.488	88
1.505	255
1.522	196
1.538	247
1.555	266
1.572	125
1.589	240
1.606	273
1.623	163
1.640	194
1.657	86
1.674	114
1.691	186
1.707	274
1.724	196
1.741	184
1.758	227
1.775	228
1.792	213
1.809	65
1.826	205
1.843	201
1.860	213
1.877	365
1.893	257
1.910	302
1.927	336
1.944	374
1.961	384
1.978	361
1.995	213
2.012	200
2.029	211
2.046	121
2.063	315
2.079	207
2.096	101
2.113	199
2.130	350
2.147	170
2.164	255
2.181	292
2.198	236
2.215	264
2.232	340
2.249	277
2.265	211
2.283	311
2.299	177
2.316	350
2.333	198
2.350	156
2.367	297
2.384	220
2.401	254
2.418	184
2.435	248
2.452	231
2.469	217
2.485	269
2.502	237
2.519	217
2.536	254
2.553	217
2.570	348
2.587	288
2.604	283
2.621	249
2.638	303
2.654	308
2.671	222
2.688	429
2.705	219
2.722	195
2.739	301
2.756	302
2.773	214
2.790	370
2.807	194
2.824	233
2.840	248
2.857	188
2.874	241
2.891	202
2.908	299
2.925	282
2.942	327
2.959	220
2.976	484
2.993	210
3.010	171
3.026	234
3.043	349
3.060	288
3.077	358
3.094	386
3.111	397
3.128	351
3.145	190
3.162	225
3.179	321
3.195	357
3.212	184
3.229	344
3.246	227
3.263	266
3.280	244
3.297	196
3.314	474
3.331	424
3.348	283
3.365	395
3.381	236
3.398	372
3.415	284
3.432	281
3.449	344
3.466	368
3.483	257
3.500	359
3.517	400
3.534	254
3.551	306
3.567	174
3.584	225
3.601	480
3.618	514
3.635	309
3.652	386
3.669	357
3.686	168
3.703	539
3.720	460
3.736	235
3.753	455
3.770	328
3.787	485
3.804	450
3.821	385
3.838	282
3.855	345
3.872	527
3.889	507
3.906	317
3.922	293
3.939	543
3.956	444
3.973	521
3.990	464
4.007	565
4.024	749
4.041	775
4.058	595
4.075	735
4.092	820
4.108	623
4.125	933
4.142	749
4.159	1249
4.176	1227
4.193	1051
4.210	1013
4.227	1279
4.244	1026
4.261	1001
4.277	927
4.294	1022
4.311	1150
4.328	1408
4.345	1249
4.362	1182
4.379	1209
4.396	1272
4.413	969
4.430	1338
4.447	1730
4.463	2062
4.480	2030
4.497	1412
4.514	1515
4.531	1156
4.548	1527
4.565	1340
4.582	1404
4.599	1449
4.616	871
4.633	1348
4.649	1452
4.666	1481
4.683	1171
4.700	1200
4.717	1682
4.734	1167
4.751	1655
4.768	1840
4.785	2007
4.802	2040
4.818	2814
4.835	2734
4.852	2475
4.869	2817
4.886	2112
4.903	2160
4.920	2150
4.937	2166
4.954	1948
4.971	1595
4.988	1852
5.004	1378
5.021	1735
5.038	1505
5.055	1401
5.072	1272
5.089	818
5.106	944
5.123	1340
5.140	1132
5.157	908
5.174	1405
5.190	1047
5.207	1120
5.224	743
5.241	995
5.258	1001
5.275	1196
5.292	1012
5.309	904
5.326	1105
5.343	1122
5.359	869
5.376	952
5.393	895
5.410	549
5.427	767
5.444	935
5.461	889
5.478	1059
5.495	996
