0.051	3049
0.068	2687
0.084	2861
0.101	3067
0.118	3421
0.135	3221
0.152	3067
0.169	3203
0.186	2499
0.203	3634
0.220	3485
0.237	3880
0.254	3166
0.270	4217
0.287	5139
0.304	5025
0.321	4558
0.338	4700
0.355	4238
0.372	4929
0.389	5340
0.406	4260
0.423	4287
0.440	4374
0.456	3788
0.473	3203
0.490	3312
0.507	3465
0.524	2472
0.541	2643
0.558	2550
0.575	2565
0.592	2713
0.609	2462
0.625	2421
0.642	2558
0.659	2801
0.676	2677
0.693	2782
0.710	2546
0.727	2711
0.744	2439
0.761	3127
0.778	2203
0.795	3391
0.811	2877
0.828	2757
0.845	2841
0.862	2851
0.879	2922
0.896	3372
0.913	3522
0.930	2901
0.947	2925
0.964	3473
0.980	3364
0.997	3060
1.014	3132
1.031	3329
1.048	3249
1.065	3767
1.082	3120
1.099	2842
1.116	3381
1.133	3240
1.150	3481
1.167	2754
1.184	3173
1.201	2821
1.217	3063
1.234	3060
1.251	3231
1.268	3297
1.285	2858
1.302	2905
1.319	3268
1.336	3394
1.353	4154
1.370	3558
1.387	3234
1.403	2946
1.420	2703
1.437	3868
1.454	3120
1.471	2997
1.488	3012
1.505	3260
1.522	2671
1.539	1976
1.556	1676
1.572	2184
1.589	1612
1.606	2002
1.623	1618
1.640	1412
1.657	1433
1.674	1540
1.691	1680
1.708	2015
1.725	1647
1.742	1862
1.758	1910
1.775	1749
1.792	1777
1.809	2089
1.826	1863
1.843	1751
1.860	2065
1.877	1925
1.894	2327
1.911	2067
1.928	2489
1.944	2594
1.961	2921
1.978	2486
1.995	3014
2.012	2347
2.029	2155
2.046	2701
2.063	2172
2.080	2259
2.097	2452
2.113	2028
2.130	2396
2.147	1657
2.164	1983
2.181	2100
2.198	1817
2.215	2104
2.232	2010
2.249	2829
2.266	2589
2.283	1867
2.299	2038
2.316	2684
2.333	2729
2.350	2502
2.367	2689
2.384	2383
2.401	3026
2.418	2401
2.435	2705
2.452	2889
2.468	2911
2.485	3253
2.502	3586
2.519	2823
2.536	2933
2.553	3196
2.570	3714
2.587	3380
2.604	3064
2.621	2855
2.638	3832
2.654	3349
2.671	3842
2.688	3492
2.705	3582
2.722	3270
2.739	3272
2.756	3633
2.773	3380
2.790	3925
2.807	3982
2.824	4163
2.840	5865
2.857	6112
2.874	4747
2.891	4800
2.908	5882
2.925	5235
2.942	4598
2.959	5495
2.976	4963
2.993	6030
3.010	5769
3.026	5524
3.043	5376
3.060	4915
3.077	4577
3.094	5553
3.111	5533
3.128	4606
3.145	3821
3.162	3992
3.179	3654
3.196	3634
3.213	3113
3.230	4117
3.246	4304
3.263	5939
3.280	6124
3.297	8155
3.314	7279
3.331	7698
3.348	6775
3.365	6629
3.382	7181
3.399	7029
3.416	7596
3.432	6681
3.449	6930
3.466	7161
3.483	6621
3.500	8382
3.517	7594
3.534	7333
3.551	8301
3.568	8866
3.585	9952
3.602	9772
3.618	10440
3.635	11431
3.652	10349
3.669	13055
3.686	12528
3.703	14698
3.720	13306
3.737	15418
3.754	16222
3.771	18388
3.787	16265
3.804	15414
3.821	14094
3.838	12561
3.855	12287
3.872	12063
3.889	11219
3.906	10024
3.923	9686
3.940	9319
3.957	8854
3.973	8741
3.990	8011
4.007	7498
4.024	7586
4.041	8261
4.058	7287
4.075	7290
4.092	6765
4.109	6407
4.126	7400
4.142	6130
4.159	7488
4.176	7079
4.193	6540
4.210	7081
4.227	6203
4.244	6524
4.261	6335
4.278	5790
4.295	5923
4.312	6171
4.328	5633
4.345	6100
4.362	5848
4.379	6212
4.396	5716
4.413	7451
4.430	5880
4.447	6013
4.464	6169
4.481	6228
4.498	5495
4.514	5298
4.531	5470
4.548	5164
4.565	5141
4.582	4124
4.599	4889
4.616	5325
4.633	4394
4.650	5308
4.667	5546
4.683	5001
4.700	5219
4.717	5204
4.734	5204
4.751	5499
4.768	4657
4.785	3648
4.802	3785
4.819	3328
4.836	3835
4.853	3549
4.869	3585
4.886	3460
4.903	3876
4.920	3892
4.937	3669
4.954	3817
4.971	3237
4.988	3794
5.005	3577
5.022	3236
5.039	3266
5.055	3231
5.072	3010
5.089	3065
5.106	3342
5.123	3027
5.140	3275
5.157	2883
5.174	2819
5.191	2799
5.208	3142
5.225	2941
5.241	3263
5.258	3251
5.275	3382
5.292	3315
5.309	3481
5.326	3406
5.343	3314
5.360	3512
5.377	3381
5.394	3559
5.410	3440
5.427	3223
5.444	3134
5.461	3294
5.478	4805
5.495	4288
5.512	6202
5.529	7422
5.546	7843
5.563	7830
5.580	6726
5.596	6574
5.613	6107
5.630	5101
5.647	4896
5.664	4907
5.681	5147
5.698	4419
5.715	3602
5.732	3887
5.749	3211
5.766	2958
5.782	3153
5.799	3760
5.816	4521
5.833	3973
5.850	4227
5.867	4274
5.884	4730
5.901	4526
5.918	4923
5.935	4572
5.951	3825
5.968	4693
5.985	4828
6.002	4580
6.053	3795
6.104	3444
6.155	3026
6.205	3112
6.256	2495
6.307	2844
6.358	2850
6.408	3436
6.459	15093
6.510	18588
6.561	6835
6.612	4126
6.662	3181
6.713	2458
6.764	3221
6.815	2861
6.865	3160
6.916	2799
6.967	2667
7.018	2563
7.068	2651
7.119	2750
7.170	3258
7.221	2596
7.272	3052
7.322	2707
7.373	5035
7.424	272193
7.475	2283623
7.525	2515949
7.542	2065661
7.559	1619810
7.576	1160385
7.593	718427
7.610	446074
7.627	273021
7.644	202858
7.661	152532
7.678	117977
7.695	98141
7.711	80958
7.728	68596
7.745	60114
7.762	49782
7.779	46657
7.796	38917
7.813	33719
7.830	29487
7.847	27591
7.864	28417
7.881	21806
7.897	25166
7.914	20132
7.931	16376
7.948	17808
7.965	14742
7.982	14112
7.999	15268
8.016	14552
8.033	12505
8.050	12995
8.066	12000
8.083	11035
8.100	9707
8.117	10098
8.134	8768
8.151	9455
8.168	9299
8.185	7629
8.202	8631
8.219	6839
8.236	7798
8.252	7744
8.269	7979
8.286	7030
8.303	6854
8.320	7115
8.337	7440
8.354	6871
8.371	7406
8.388	6253
8.405	8442
8.422	7862
8.438	7898
8.455	8668
8.472	7113
8.489	7469
8.506	7006
8.523	6432
8.540	7739
8.557	6468
8.574	5373
8.591	6203
8.608	5124
